Company Name,Industry,Instrument,Outlook,Rating
Food Corporation of India,Food & Staples Retailing,Bonds,Stable,CRISIL AAA(SO)
Food and Biotech Engineers India Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL B-
Foot On Shoes,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL BB-
Footwear (Klick) India Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BBB
Forbes Marshall Arca Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL A-
Forbes Marshall Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL A+
Forbes Technosys Limited,Office Electronics,Non Convertible Debenture(SO),Negative,CRISIL AA-(SO)
Forbes and Company Limited,Household Durables,Proposed Fund-Based Bank Limits,Negative,CRISIL AA-
Forbesvyncke Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL BBB+
Force Motors Limited,Automobiles,Proposed Cash Credit Limit,Stable,CRISIL AA
Forech India Private Limited,Machinery,Proposed Long-Term Bank Facility,Stable,CRISIL BBB+
Formokem India Corporation,Chemicals,Cash Credit Limit,Stable,CRISIL BB+
Forstar Frozen Foods Private Limited,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL BBB-
Fortpoint Automotive (Cars) Private Limited,Specialty Retail,Term Loan Facilities,Stable,CRISIL B-
Fortpoint Automotive Mumbai Private Limited,Specialty Retail,Cash Credit Limit,Stable,CRISIL B
Fortune Associates Private Limited,Trading Companies & Distributors,Term Loan Facilities,Stable,CRISIL BB
Forzza Realtors Private Limited,Real Estate Development,Term Loan Facilities,Stable,CRISIL BB-
Foundation For Life Sciences and Business Management,Diversified Consumer Services,Term Loan Facilities,Stable,CRISIL BBB-
Four Star International Limited,Distributors,Cash Credit Limit,Stable,CRISIL BB-
Fourrts India Laboratories Private Limited,Pharmaceuticals,Term Loan Facilities,Positive,CRISIL BBB+
Fransko Agro Foods,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Freedom Footwear Private Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL BBB
Freedom Shoes LLP,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL B
Freeze Exim,Food Products,Bill Discounting,Stable,CRISIL B+
French Motor Car Co Limited,Specialty Retail,Inventory Funding,Stable,CRISIL BB
Frendi Fashions Private Limited,Engineering & Capital Goods,Proposed Cash Credit Limit,Stable,CRISIL BB-
Fresco Plus Ceramic Private Limited,Building Products,Proposed Term Loan,Stable,CRISIL B
Fresh Chicken Trading,Trading Companies & Distributors,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Freshtrop Fruits Limited,Food Products,Export Packing Credit,Stable,CRISIL BBB
Frick India Limited,Machinery,Over Draft,Stable,CRISIL A-
Friendly Motors India Private Limited,Specialty Retail,Long Term Bank Loan,Stable,CRISIL BB+
Friends Alloys,Metals & Mining,Cash Credit Limit,Stable,CRISIL B
Friends Concast Limited,Metals & Mining,Proposed Long-Term Bank Facility,Stable,CRISIL BB+
Friends Medicos,Distributors,Proposed Long-Term Bank Facility,Stable,CRISIL BB+
"Friends of WWB, India",Microfinance,Working Capital Term Loan,Stable,CRISIL BB
Frischmann Prabhu India Private Limited,Commercial Services & Supplies,Stand by Line of Credit,Stable,CRISIL BB-
Frisco Foods Private Limited,Household Products,Term Loan Facilities,Stable,CRISIL B+
Frontier Logistics,Trading Companies & Distributors,Cash Credit Limit,Stable,CRISIL BB-
Frontier Motors,Specialty Retail,Cash Credit Limit,Stable,CRISIL BB-
Frontier Springs Limited,Metals & Mining,Term Loan Facilities,Stable,CRISIL BB+
Frontline Exports Private Limited,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL BB
Frystal Pet Pvt. Ltd.,Containers & Packaging,Term Loan Facilities,Stable,CRISIL B+
Fujikawa Power,Electrical Equipment,Working Capital Demand Loan,Stable,CRISIL BBB
Fulcrum Worldwide Software Private Limited,Software,Proposed Long-Term Bank Facility,Stable,CRISIL BB
Furnace Fabrica India Limited,Machinery,Proposed Long-Term Bank Facility,Stable,CRISIL BBB
Fusion Granito Private Limited,Building Products,Term Loan Facilities,Stable,CRISIL B+
Fusion Industries Limited,Machinery,Term Loan Facilities,Stable,CRISIL BB+
Fusion Voice Solutions India Private Limited,Distributors,Proposed Fund-Based Bank Limits,Stable,CRISIL B+
Futech Projects India Private Limited,Machinery,Proposed Working Capital Facility,Stable,CRISIL B
Futura Techpark Private Limited,Real Estate Development,Non Convertible Debenture,Stable,CRISIL BBB-
Future Auto Wheels Private Limited,Specialty Retail,Cash Credit Limit,Stable,CRISIL BB-
Future Automobile Agency Private Limited,Specialty Retail,Electronic Dealer Financing Scheme,Stable,CRISIL BB-
Future Businesstech India Private Limited,Computers & Peripherals,Cash Credit/ Overdraft facility,Stable,CRISIL BB
Future Parking Private Limited,Construction & Engineering,Over Draft,Stable,CRISIL A-
Future Vision Corporation,Electronic Equipment Instruments & Components,Proposed Long-Term Bank Facility,Stable,CRISIL B
Futureworld Greenhomes Private Limited,Real Estate Development,Proposed Long-Term Bank Facility,Stable,CRISIL B
G B Springs Private Limited,Metals & Mining,Cash Credit Limit,Stable,CRISIL BB+
G I Auto Private Limited,Auto Components,Proposed Long-Term Bank Facility,Stable,CRISIL BB
G Kumaravel Textiles,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B
G M Cold Storage Private Limited,Commercial Services & Supplies,Cash Credit Limit,Stable,CRISIL B+
G M Cot Fibers,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B+
G N Construction - Ambikapur,Metals & Mining,Cash Credit Limit,Stable,CRISIL BB
G N R C Limited,Health Care Providers & Services,Proposed Long-Term Bank Facility,Stable,CRISIL B
G N Ship Breakers,Marine,Cash Credit Limit,Stable,CRISIL BB
G R R Industries Private Limited,Engineering & Capital Goods,Proposed Fund-Based Bank Limits,Stable,CRISIL B
G S Autocomp Private Limited,Auto Components,Term Loan Facilities,Stable,CRISIL B+
G V G Industries Private Limited,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Stable,CRISIL BB
G V G Paper Mills Private Limited,Paper & Forest Products,Long Term Bank Loan,Stable,CRISIL A-
G V Parivaar Retails Limited,Distributors,Cash Credit Limit,Stable,CRISIL B+
G V Reddy,Construction & Engineering,Proposed Long-Term Bank Facility,Stable,CRISIL B+
G and G International Private Limited,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
G and T Industries Private Limited,Electrical Equipment,Proposed Working Capital Facility,Stable,CRISIL B+
G-Next Media Private Limited,Media,Cash Credit Limit,Stable,CRISIL BB+
G-One Agro Products Limited,Food Products,Cash Credit Limit,Stable,CRISIL BBB
G. B. Agro Products,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL B+
G. B. Construction,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB
G. D. Motors,Specialty Retail,Inventory Funding,Stable,CRISIL B+
G. D. Overseas,Food Products,Foreign Letter of Credit (LT),Stable,CRISIL BB
G. Eshwar Reddy and Sons,Construction & Engineering,Secured Overdraft Facility,Stable,CRISIL BB-
G. K. International,Distributors,Cash Credit Limit,Stable,CRISIL BB-
G. K. Winding Wires Limited,Electrical Equipment,Cash Credit Limit,Positive,CRISIL BBB+
G. Khanna and Company,Distributors,Foreign Letter of Credit (LT),Stable,CRISIL BB
G. L. Acharya,Engineering & Capital Goods,Proposed Working Capital Facility,Stable,CRISIL BBB
G. N. Industries - Surat,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B+
G. P. Timber,Distributors,Cash Credit Limit,Stable,CRISIL B
G. R. Engineering Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL BBB
G. R. Woollen Mills,Distributors,Cash Credit Limit,Stable,CRISIL BB-
G. Rajam Chetty and Sons Jewellers,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB+
G. S. Pharmbutor Private Limited,Pharmaceuticals,Term Loan Facilities,Stable,CRISIL BBB
G. Shankar,Construction & Engineering,Term Loan Facilities,Stable,CRISIL BBB-
G. T. Homes,Real Estate Development,Term Loan Facilities,Stable,CRISIL B+
G. V Pratap Reddy,Construction & Engineering,Proposed Long-Term Bank Facility,Stable,CRISIL B+
G.B. Cotton Industries,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB-
G.B. Industries,Food Products,Cash Credit Limit,Stable,CRISIL BB-
G.C. Chemie Pharmie Limited,Distributors,Cash Credit Limit,Stable,CRISIL BBB+
G.D. Buildtech Private Limited,Construction & Engineering,Rupee Term Loans,Stable,CRISIL BB
G.D. Foods Mfg. (India) Private Limited,Personal Products,Proposed Fund-Based Bank Limits,Stable,CRISIL BBB
G.D. Industries,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB-
G.K. Shetty Builders Private Limited,Construction & Engineering,Proposed Working Capital Facility,Stable,CRISIL BB+
G.M. Dalui and Sons Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL B-
G.M. Ravindra,Construction & Engineering,Over Draft,Stable,CRISIL B+
G.R.S. Ispat Company Private Limited,Distributors,Cash Credit Limit,Stable,CRISIL BB-
G.S. Alloy Castings Limited,Machinery,Long Term Bank Loan,Stable,CRISIL B
G.S. Enterprises - Jalandhar,Specialty Retail,Cash Credit Limit,Stable,CRISIL BB
G.S.R. AND T.S.R. Educational Society,Diversified Consumer Services,Long Term Bank Loan,Stable,CRISIL B+
G.S.R. Motors Private Limited,Specialty Retail,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
G.V. (God Vishnu) Rice Unit,Food Products,Foreign Bill Purchase,Stable,CRISIL BB-
G.V.D. Textiles Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B
G.Venkateshwar Reddy,Construction & Engineering,Cash Credit Limit,Stable,CRISIL B
G3 Motors Limited,Specialty Retail,Proposed Long-Term Bank Facility,Stable,CRISIL BBB-
GBKC Fashions,Engineering & Capital Goods,Long Term Bank Loan,Stable,CRISIL B+
GBR Hatcheries Private Limited,Food Products,Long Term Bank Loan,Stable,CRISIL BBB-
GCKC Projects and Works Private Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BBB-
GD Dyestuff Industries Limited,Chemicals,Cash Credit Limit,Stable,CRISIL BB
GDPA Fastners,Machinery,Long Term Bank Loan,Stable,CRISIL BB
GEV Projects,Real Estate Development,Cash Credit Limit,Stable,CRISIL BB
GHO Agro Private Limited,Food Products,Term Loan Facilities,Stable,CRISIL BBB-
GHSPL AMRO Super Speciality Healthcare LLP,Health Care Providers & Services,Long Term Bank Loan,Stable,CRISIL B+
GHSPL Jeypore Healthcare LLP,Health Care Providers & Services,Long Term Bank Loan,Stable,CRISIL B+
GHSPL MUZF Super Speciality Healthcare LLP,Health Care Providers & Services,Long Term Bank Loan,Stable,CRISIL B+
GHSPL Sambhav KNJ Healthcare LLP,Health Care Providers & Services,Long Term Bank Loan,Stable,CRISIL B+
GHV India Private Limited,Construction & Engineering,Term Loan Facilities,Stable,CRISIL A
GIC Housing Finance Limited,Housing Finance Company,Proposed Long-Term Bank Facility,Stable,CRISIL AA+
GK-Autopal Lighting Solutions LLP,Household Durables,Cash Credit Limit,Stable,CRISIL B
GKB Ophthalmics Limited,Health Care Equipment & Supplies,Cash Credit Limit,Stable,CRISIL B
GKR Infracon (India) Private Limited,Construction & Engineering,Over Draft,Stable,CRISIL BB-
GKR Infratech Private Limited,Construction & Engineering,Proposed Long-Term Bank Facility,Stable,CRISIL B-
GMM Pfaudler Limited,Machinery,Cash Credit Limit,Stable,CRISIL AA-
GMP Technical Solutions Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL BB+
GMP Weaving Mills Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B+
GMR Airports Limited,Transportation Infrastructure,Non Convertible Debenture,Negative,CRISIL AA-
GMR Goa International Airport Limited,Transportation Infrastructure,Rupee Term Loans,Stable,CRISIL BBB-
GMR Hyderabad International Airport Limited,Transportation Infrastructure,Fund based limits,Stable,CRISIL AA
GMS Elegant Builders India Private Limited,Construction & Engineering,Stand by Line of Credit,Stable,CRISIL BB
GNA Axles Limited,Auto Components,Cash Credit Limit,Stable,CRISIL A-
GNA Gears Limited,Auto Components,Term Loan Facilities,Stable,CRISIL BB+
GNB Motors Private Limited,Specialty Retail,Channel Financing (LT),Stable,CRISIL B
GNI Infrastructure Private Limited,Construction & Engineering,Drop Line Overdraft Facility,Stable,CRISIL B+
GNT Exports,Distributors,Proposed Long-Term Bank Facility,Stable,CRISIL B
GP Global Asphalt Private Limited,Construction Materials,Term Loan Facilities,Stable,CRISIL BBB+
GP Global Energy Private Limited,Oil Gas & Consumable Fuels,Letter of Credit,Stable,CRISIL A-(SO)
GP Petroleums LIMITED,Chemicals,Cash Credit Limit,Stable,CRISIL A-
GPI Projects Private Limited,Electrical Equipment,Cash Credit Limit,Stable,CRISIL BB-
GR8 Constructions Private Limited,Real Estate Development,Long Term Bank Loan,Stable,CRISIL B
GRB Dairy Foods Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL BBB
GRG Trust,Diversified Consumer Services,Term Loan Facilities,Stable,CRISIL BBB
GRP Limited,Auto Components,Cash Credit Limit,Negative,CRISIL A-
GS Motors Private Limited,Specialty Retail,Inventory Funding,Stable,CRISIL B
GSC Glass Limited,Building Products,Proposed Long-Term Bank Facility,Stable,CRISIL BBB+
GSEC Limited,Air Freight & Logistics,Proposed Long-Term Bank Facility,Stable,CRISIL BBB-
GSM Mega Infrastructures Private Limited,Real Estate Development,Long Term Bank Loan,Stable,CRISIL BB-
GSM Plus India,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Stable,CRISIL B+
GSP Crop Science Private Limited,Chemicals,Cash Credit Limit,Negative,CRISIL A-
GSR Ventures Private Limited,Construction & Engineering,Proposed Long-Term Bank Facility,Stable,CRISIL B+
GSR and KKR Educational Society,Diversified Consumer Services,Cash Credit Limit,Stable,CRISIL B
GTFC Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB-
GTPL Hathway Private Limited,Media,Proposed Long-Term Bank Facility,Stable,CRISIL A-
GTZ India Private Limited,Chemicals,Term Loan Facilities,Stable,CRISIL BB
GVK Biosciences Private Limited,Life Sciences Tools & Services,Working Capital Facility,Stable,CRISIL A+
GVR Automotives Private Limited,Auto Components,Proposed Long-Term Bank Facility,Stable,CRISIL B
GVR Khandaphod Bijwad Road Project Private Limited,Construction & Engineering,Long Term Bank Loan,Stable,CRISIL BBB-
GVR Nutries Private Limited,Food Products,Term Loan Facilities,Stable,CRISIL B
GVRMP Whagdhari Ribbanpally Tollway Private Limited,Transportation Infrastructure,Long Term Bank Loan,Stable,CRISIL B
GVV Constructions Private Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BBB
Gaba Overseas Private Limited,Household Durables,Term Loan Facilities,Stable,CRISIL BBB
Gabriel India Limited,Auto Components,Cash Credit Limit,Positive,CRISIL AA-
Gadia Structurals Private Limited,Distributors,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Gagan Agro AND Rice Exporters,Food Products,Pledge Loan,Stable,CRISIL B
Gagan Rice Mills,Food Products,Proposed Term Loan,Stable,CRISIL B
Gagan Trexpo Private Limited,Distributors,Cash Credit Limit,Stable,CRISIL B
Gagan Wine Trade AND Financers Limited,Distributors,Cash Credit Limit,Stable,CRISIL B+
Gail India Limited,Oil Gas & Consumable Fuels,Bond,Stable,CRISIL AAA
Gainup Industries India Private Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL B+
Gajanan Extraction Limited,Food Products,Cash Credit Limit,Stable,CRISIL BB+
Gajanan Gangamai Industries LLP,Food Products,Cash Credit Limit,Stable,CRISIL BBB
Gajanan Industries Limited,Food Products,Cash Credit Limit,Stable,CRISIL BBB
Gajanan Oil Private Limited,Food Products,Term Loan Facilities,Stable,CRISIL BBB
Gajanan Solvex Limited,Food Products,Term Loan Facilities,Stable,CRISIL BBB
Gajanan Tubes,Distributors,Cash Credit Limit,Stable,CRISIL BB-
Gajanan Uttamrao Mante,Real Estate Development,Proposed Long-Term Bank Facility,Stable,CRISIL B
Gajra Gears Private Limited,Auto Components,Cash Credit Limit,Stable,CRISIL B+
Gajraj Automobiles Private Limited,Specialty Retail,Inventory Funding,Stable,CRISIL BB
Gajraj Flour Mill,Food Products,Cash Credit Limit,Stable,CRISIL B
Gajraula Roller Flour Mills Private Limited,Food Products,Term Loan Facilities,Stable,CRISIL BB+
Gala Precision Engineering Private Limited,Machinery,Term Loan Facilities,Positive,CRISIL BB+
Gala Pulse Mill,Distributors,Cash Credit Limit,Stable,CRISIL BB-
Galaxy Energy Solutions LLP,Distributors,Cash Credit Limit,Stable,CRISIL B
Galaxy Exports Private Limited,Metals & Mining,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Galaxy Glass Products Private Limited,Building Products,Cash Credit Limit,Stable,CRISIL B+
Galaxy Laboratories Private Limited,Pharmaceuticals,Cash Credit Limit,Positive,CRISIL BB+
Galaxy Machinery Private Limited,Machinery,Proposed Long-Term Bank Facility,Stable,CRISIL B
Galaxy Mica Private Limited,Construction Materials,Long Term Bank Loan,Stable,CRISIL B+
Galaxy Office Automation Private Limited,Specialty Retail,Proposed Long-Term Bank Facility,Positive,CRISIL BBB-
Galaxy Real Estate Developers and Builders Private Limited,Real Estate Development,Loan Against Property(LT),Stable,CRISIL B-
Galaxy Square Private Limited,Real Estate Development,Over Draft,Stable,CRISIL A-
Galaxy Surfactants Limited,Chemicals,Cash Credit Limit,Positive,CRISIL A
